"","outflow","price","gap"
"194",12,51,100
"195",12,51,100
"196",12,51,100
"197",13,51,100
"198",13,51,100
"199",13,51,100
"200",13,51,100
"201",13,51,100
"202",13,51,100
"203",13,51,100
"204",13,51,100
"205",13,51,100
"206",14,51,100
"207",14,51,100
"208",14,51,100
"209",14,51,100
"210",14,51,100
"211",14,51,100
"212",14,51,100
"213",14,51,100
"214",14,51,100
"215",14,51,100
"216",14,51,100
"217",14,51,100
"218",14,51,100
"219",14,51,100
"220",14,51,100
"221",14,51,100
"222",14,51,100
"223",14,51,100
"224",15,51,100
"225",15,51,100
"226",14,51,100
"227",15,51,100
"228",15,51,100
"229",15,51,100
"230",15,51,100
"231",15,51,100
"232",15,51,100
"233",15,51,100
"234",15,51,100
"235",15,51,100
"236",15,51,100
"237",15,51,100
"238",15,51,100
"239",15,51,100
"240",15,51,100
"241",15,51,100
"242",15,51,100
"243",15,51,100
"244",15,51,100
"245",15,51,100
"246",15,51,100
"247",15,51,100
"248",15,51,100
"249",15,51,100
"250",15,51,100
"251",15,51,100
"252",15,51,100
"253",15,51,100
"254",15,51,100
"255",15,51,100
"256",15,51,100
"257",15,51,100
"258",15,51,100
"259",15,51,100
"260",15,51,100
"261",15,51,100
"262",15,51,100
"263",15,51,100
"264",15,51,100
"265",15,51,100
"266",15,51,100
"267",15,51,100
"268",15,51,100
"269",15,51,100
"270",15,51,100
"271",15,51,100
"272",15,51,100
"273",15,51,100
"274",15,51,100
"275",15,51,100
"276",15,51,100
"277",15,51,100
"278",15,51,100
"279",16,51,100
"280",15,51,100
"281",16,51,100
"282",16,51,100
"283",15,51,100
"284",16,51,100
"285",16,51,100
"286",16,51,100
"287",16,51,100
"288",16,51,100
"289",16,51,100
"290",16,51,100
"291",16,51,100
"292",16,51,100
"293",16,51,100
"294",16,51,100
"295",16,51,100
"296",16,51,100
"297",16,51,100
"298",16,51,100
"299",16,51,100
"300",16,51,100
"301",16,51,100
"302",16,51,100
"303",17,51,100
"304",17,51,100
"305",16,51,100
"306",17,51,100
"307",17,51,100
"308",17,51,100
"309",17,51,100
"310",17,51,100
"311",17,51,100
"312",17,51,100
"313",17,51,100
"314",17,51,100
"315",17,51,100
"316",17,51,100
"317",17,51,100
"318",17,51,100
"319",17,51,100
"320",17,51,100
"321",17,51,100
"322",17,51,100
"323",17,51,100
"324",17,51,100
"325",17,51,100
"326",17,51,100
"327",17,51,100
"328",17,51,100
"329",17,51,100
"330",17,51,100
"331",17,51,100
"332",17,51,100
"333",17,51,100
"334",17,51,100
"335",17,51,100
"336",17,51,100
"337",17,51,100
"338",18,51,100
"339",18,51,100
"340",18,51,100
"341",18,51,100
"342",18,51,100
"343",18,51,100
"344",18,51,100
"345",18,51,100
"346",18,51,100
"347",18,51,100
"348",18,51,100
"349",18,51,100
"350",18,51,100
"351",18,51,100
"352",18,51,100
"353",18,51,100
"354",18,51,100
"355",18,51,100
"356",19,51,100
"357",19,51,100
"358",19,51,100
"359",19,51,100
"360",19,51,100
"361",19,51,100
"362",19,51,100
"363",19,51,100
"364",19,51,100
"365",19,51,100
"366",19,51,100
"367",19,51,100
"368",19,51,100
"369",19,51,100
"370",19,51,100
"371",20,51,100
"372",19,51,100
"373",20,51,100
"374",20,51,100
"375",19,51,100
"376",20,51,100
"377",20,51,100
"378",20,51,100
"379",20,51,100
"380",20,51,100
"381",20,51,100
"382",20,51,100
"383",20,51,100
"384",20,51,100
"385",20,51,100
"386",20,51,100
"387",20,51,100
"388",20,51,100
"389",20,51,100
"390",20,51,100
"391",20,51,100
"392",20,51,100
"393",20,51,100
"394",20,51,100
"395",20,51,100
"396",20,51,100
"397",20,51,100
"398",20,51,100
"399",20,51,100
"400",20,51,100
"401",20,51,100
"402",20,51,100
"403",20,51,100
"404",20,51,100
"405",20,51,100
"406",20,51,100
"407",20,51,100
"408",20,51,100
"409",20,51,100
"410",20,51,100
"411",20,51,100
"412",20,51,100
"413",20,51,100
"414",20,51,100
"415",20,51,100
"416",20,51,100
"417",20,51,100
"418",20,51,100
"419",20,51,100
"420",20,51,100
"421",20,51,100
"422",20,51,100
"423",20,51,100
"424",20,51,100
"425",20,51,100
"426",20,51,100
"427",20,51,100
"428",20,51,100
"429",20,51,100
"430",20,51,100
"431",20,51,100
"432",20,51,100
"433",20,51,100
"434",20,51,100
"435",20,51,100
"436",20,51,100
"437",20,51,100
"438",20,51,100
"439",20,51,100
"440",20,51,100
"441",20,51,100
"442",20,51,100
"443",20,51,100
"444",20,51,100
"445",20,51,100
"446",20,51,100
"447",20,51,100
"448",20,51,100
"449",20,51,100
"450",20,51,100
"451",20,51,100
"452",20,51,100
"453",20,51,100
"454",20,51,100
"455",20,51,100
"456",20,51,100
"457",20,51,100
"458",20,51,100
"459",20,51,100
"460",20,51,100
"461",20,51,100
"462",20,51,100
"463",20,51,100
"464",20,51,100
"465",20,51,100
"466",20,51,100
"467",20,51,100
"468",20,51,100
"469",20,51,100
"470",20,51,100
"471",20,51,100
"472",20,51,100
"473",20,51,100
"474",20,51,100
"475",20,51,100
"476",20,51,100
"477",20,52,100
"478",20,52,100
"479",21,52,100
"480",21,52,100
"481",21,52,100
"482",21,52,100
"483",21,52,100
"484",21,52,100
"485",21,52,100
"486",21,52,100
"487",21,52,100
"488",21,52,100
"489",21,52,100
"490",21,52,100
"491",22,52,100
"492",22,52,100
"493",22,52,100
"494",22,52,100
"495",22,52,100
"496",22,52,100
"497",22,52,100
"498",22,52,100
"499",22,52,100
"500",22,52,100
"501",22,52,100
"502",22,52,100
"503",22,52,100
"504",22,52,100
"505",22,52,100
"506",22,52,100
"507",23,52,100
"508",23,52,100
"509",23,52,100
"510",23,52,100
"511",23,52,100
"512",23,52,100
"513",23,52,100
"514",23,52,100
"515",23,52,100
"516",23,52,100
"517",24,52,100
"518",24,52,100
"519",24,52,100
"520",24,52,100
"521",24,52,100
"522",24,52,100
"523",24,52,100
"524",24,52,100
"525",25,52,100
"526",25,52,100
"527",25,52,100
"528",25,52,100
"529",25,52,100
"530",25,52,100
"531",25,52,100
"532",25,52,100
"533",25,52,100
"534",25,52,100
"535",25,52,100
"536",25,52,100
"537",25,52,100
"538",25,52,100
"539",25,52,100
"540",25,52,100
"541",25,52,100
"542",25,52,100
"543",26,52,100
"544",25,52,100
"545",26,52,100
"546",26,52,100
"547",25,52,100
"548",26,52,100
"549",26,52,100
"550",26,52,100
"551",26,52,100
"552",26,52,100
"553",26,52,100
"554",26,52,100
"555",26,52,100
"556",26,52,100
"557",26,52,100
"558",26,52,100
"559",26,52,100
"560",26,52,100
"561",26,52,100
"562",26,52,100
"563",26,52,100
"564",26,52,100
"565",26,52,100
"566",26,52,100
"567",26,52,100
"568",26,52,100
"569",26,52,100
"570",26,52,100
"571",26,52,100
"572",26,52,100
"573",26,52,100
"574",26,52,100
"575",26,52,100
"576",26,52,100
"577",26,52,100
"578",26,52,100
"579",26,52,100
"580",26,52,100
"581",26,52,100
"582",26,52,100
"583",26,52,100
"584",26,52,100
"585",26,52,100
"586",26,52,100
"587",26,52,100
"588",26,52,100
"589",26,52,100
"590",26,52,100
"591",26,52,100
"592",26,52,100
"593",26,52,100
"594",26,52,100
"595",26,52,100
"596",26,52,100
"597",26,52,100
"598",26,52,100
"599",26,52,100
"600",26,52,100
"601",26,52,100
"602",26,52,100
"603",26,52,100
"604",26,52,100
"605",26,52,100
"606",26,52,100
"607",26,52,100
"608",26,52,100
"609",26,52,100
"610",26,52,100
"611",26,52,100
"612",26,52,100
"613",26,52,100
"614",26,52,100
"615",26,52,100
"616",26,52,100
"617",26,52,100
"618",26,52,100
"619",26,52,100
"620",26,52,100
"621",26,52,100
"622",26,52,100
"623",26,52,100
"624",26,52,100
"625",26,52,100
"626",26,52,100
"627",26,52,100
"628",26,52,100
"629",26,52,100
"630",26,52,100
"631",26,52,100
"632",26,52,100
"633",26,52,100
"634",26,52,100
"635",26,52,100
"636",26,52,100
"637",26,52,100
"638",26,52,100
"639",26,52,100
"640",26,52,100
"641",26,52,100
"642",26,52,100
"643",26,52,100
"644",26,52,100
"645",26,52,100
"646",26,52,100
"647",26,52,100
"648",26,52,100
"649",26,52,100
"650",26,52,100
"651",26,52,100
"652",26,52,100
"653",26,52,100
"654",26,52,100
"655",26,52,100
"656",26,52,100
"657",26,52,100
"658",26,52,100
"659",26,52,100
"660",26,52,100
"661",26,52,100
"662",26,52,100
"663",26,52,100
"664",26,52,100
"665",26,52,100
"666",26,52,100
"667",26,52,100
"668",26,52,100
"669",26,52,100
"670",26,52,100
"671",26,52,100
"672",26,52,100
"673",26,52,100
"674",26,52,100
"675",26,52,100
"676",26,52,100
"677",26,52,100
"678",26,52,100
"679",26,52,100
"680",26,52,100
"681",26,52,100
"682",26,52,100
"683",26,52,100
"684",26,52,100
"685",26,52,100
"686",26,52,100
"687",26,52,100
"688",26,52,100
"689",26,52,100
"690",26,52,100
"691",26,52,100
"692",26,52,100
"693",26,52,100
"694",26,52,100
"695",26,52,100
"696",26,52,100
"697",26,52,100
"698",26,52,100
"699",26,52,100
"700",26,52,100
"701",26,52,100
"702",26,52,100
"703",26,52,100
"704",26,52,100
"705",26,52,100
"706",26,52,100
"707",26,52,100
"708",26,52,100
"709",26,52,100
"710",26,52,100
"711",26,52,100
"712",26,52,100
"713",26,52,100
"714",26,52,100
"715",26,52,100
"716",26,52,100
"717",26,52,100
"718",26,52,100
"719",26,52,100
"720",26,52,100
"721",26,52,100
"722",26,52,100
"723",26,52,100
"724",26,52,100
"725",26,52,100
"726",26,52,100
"727",26,52,100
"728",26,52,100
"729",26,52,100
"730",26,52,100
"731",26,52,100
"732",26,52,100
"733",26,52,100
"734",26,52,100
"735",26,52,100
"736",26,52,100
"737",26,52,100
"738",26,52,100
"739",26,52,100
"740",26,52,100
"741",26,52,100
"742",26,52,100
"743",26,52,100
"744",26,52,100
"745",26,52,100
"746",26,52,100
"747",26,52,100
"748",26,52,100
"749",26,52,100
"750",26,52,100
"751",26,52,100
"752",26,52,100
"753",26,52,100
"754",26,52,100
"755",26,52,100
"756",26,52,100
"757",26,52,100
"758",26,52,100
"759",26,52,100
"760",26,52,100
"761",26,52,100
"762",26,52,100
"763",26,52,100
"764",26,52,100
"765",26,52,100
"766",26,52,100
"767",26,52,100
"768",26,52,100
"769",26,52,100
"770",26,52,100
"771",26,52,100
"772",26,52,100
"773",26,52,100
"774",26,52,100
"775",26,52,100
"776",26,52,100
"777",26,52,100
"778",26,52,100
"779",26,52,100
"780",26,52,100
"781",26,52,100
"782",26,52,100
"783",26,52,100
"784",26,52,100
"785",26,52,100
"786",26,52,100
"787",26,52,100
"788",26,52,100
"789",26,52,100
"790",26,52,100
"791",26,52,100
"792",26,52,100
"793",26,52,100
"794",26,52,100
"795",26,52,100
"796",26,52,100
"797",26,52,100
"798",26,52,100
"799",26,52,100
"800",26,52,100
"801",26,53,100
"802",26,53,100
"803",26,53,100
"804",26,53,100
"805",26,53,100
"806",26,53,100
"807",26,53,100
"808",26,53,100
"809",26,53,100
"810",26,53,100
"811",26,53,100
"812",26,53,100
"813",26,53,100
"814",26,53,100
"815",26,53,100
"816",26,53,100
"817",26,53,100
"818",26,53,100
"819",26,53,100
"820",26,53,100
"821",26,53,100
"822",26,53,100
"823",26,53,100
"824",26,53,100
"825",26,53,100
"826",26,53,100
"827",26,53,100
"828",26,53,100
"829",26,53,100
"830",26,53,100
"831",26,53,100
"832",26,53,100
"833",26,53,100
"834",26,53,100
"835",26,53,100
"836",26,53,100
"837",26,53,100
"838",26,53,100
"839",26,53,100
"840",26,53,100
"841",26,53,100
"842",26,53,100
"843",26,53,100
"844",26,53,100
"845",26,53,100
"846",26,53,100
"847",26,53,100
"848",26,53,100
"849",26,53,100
"850",26,53,100
"851",26,53,100
"852",26,53,100
"853",26,53,100
"854",26,53,100
"855",26,53,100
"856",26,53,100
"857",26,53,100
"858",26,53,100
"859",26,53,100
"860",26,53,100
"861",26,53,100
"862",26,53,100
"863",26,53,100
"864",26,53,100
"865",26,53,100
"866",26,53,100
"867",26,53,100
"868",26,53,100
"869",26,53,100
"870",26,53,100
"871",26,53,100
"872",26,53,100
"873",26,53,100
"874",26,53,100
"875",26,53,100
"876",26,53,100
"877",26,53,100
"878",26,53,100
"879",26,53,100
"880",26,53,100
"881",26,53,100
"882",26,53,100
"883",26,53,100
"884",26,53,100
"885",26,53,100
"886",26,53,100
"887",26,53,100
"888",26,53,100
"889",26,53,100
"890",26,53,100
"891",26,53,100
"892",26,53,100
"893",26,53,100
"894",26,53,100
"895",26,53,100
"896",26,53,100
"897",26,53,100
"898",26,53,100
"899",26,53,100
"900",26,53,100
"901",26,53,100
"902",26,53,100
"903",26,53,100
"904",26,53,100
"905",26,53,100
"906",26,53,100
"907",26,53,100
"908",26,53,100
"909",26,53,100
"910",26,53,100
"911",26,53,100
"912",26,53,100
"913",26,53,100
"914",26,53,100
"915",26,53,100
"916",26,53,100
"917",26,53,100
"918",26,53,100
"919",26,53,100
"920",26,53,100
"921",26,53,100
"922",26,53,100
"923",26,53,100
"924",26,53,100
"925",26,53,100
"926",26,53,100
"927",26,53,100
"928",26,53,100
"929",26,53,100
"930",26,53,100
"931",26,53,100
"932",26,53,100
"933",26,53,100
"934",26,53,100
"935",26,53,100
"936",26,53,100
"937",26,53,100
"938",26,53,100
"939",26,53,100
"940",26,53,100
"941",26,53,100
"942",26,53,100
"943",26,53,100
"944",26,53,100
"945",26,53,100
"946",26,53,100
"947",26,53,100
"948",26,53,100
"949",26,53,100
"950",26,53,100
"951",26,53,100
"952",26,53,100
"953",26,53,100
"954",26,53,100
"955",26,53,100
"956",26,53,100
"957",26,53,100
"958",26,53,100
"959",26,53,100
"960",26,53,100
"961",26,53,100
"962",26,53,100
"963",26,53,100
"964",26,53,100
"965",26,53,100
"966",26,53,100
"967",26,53,100
"968",26,53,100
"969",26,53,100
"970",26,53,100
"971",26,53,100
"972",26,53,100
"973",26,53,100
"974",26,53,100
"975",26,53,100
"976",26,53,100
"977",26,53,100
"978",26,53,100
"979",26,53,100
"980",26,53,100
"981",26,53,100
"982",26,53,100
"983",26,53,100
"984",26,53,100
"985",26,53,100
"986",26,53,100
"987",26,53,100
"988",26,53,100
"989",26,53,100
"990",26,53,100
"991",26,53,100
"992",26,53,100
"993",26,53,100
"994",26,53,100
"995",26,53,100
"996",26,53,100
"997",26,53,100
"998",26,53,100
"999",26,53,100
"1000",26,53,100
"1001",26,53,100
"1002",26,53,100
"1003",26,53,100
"1004",26,53,100
"1005",26,53,100
"1006",26,53,100
"1007",26,53,100
"1008",26,53,100
"1009",26,53,100
"1010",26,53,100
"1011",26,53,100
"1012",26,53,100
"1013",26,53,100
"1014",26,53,100
"1015",26,53,100
"1016",26,53,100
"1017",26,53,100
"1018",26,53,100
"1019",26,53,100
"1020",26,53,100
"1021",26,53,100
"1022",26,53,100
"1023",26,53,100
"1024",26,53,100
"1025",26,53,100
"1026",26,53,100
"1027",26,53,100
"1028",26,53,100
"1029",26,53,100
"1030",26,53,100
"1031",26,53,100
"1032",26,53,100
"1033",26,53,100
"1034",26,53,100
"1035",26,53,100
"1036",26,53,100
"1037",26,53,100
"1038",26,53,100
"1039",26,53,100
"1040",26,53,100
"1041",26,53,100
"1042",26,53,100
"1043",26,53,100
"1044",26,53,100
"1045",26,53,100
"1046",26,53,100
"1047",26,53,100
"1048",26,53,100
"1049",26,53,100
"1050",26,53,100
"1051",26,53,100
"1052",26,53,100
"1053",26,53,100
"1054",26,53,100
"1055",26,53,100
"1056",26,53,100
"1057",26,53,100
"1058",26,53,100
"1059",26,53,100
"1060",26,53,100
"1061",26,53,100
"1062",26,53,100
"1063",26,53,100
"1064",26,53,100
"1065",26,53,100
"1066",26,53,100
"1067",26,53,100
"1068",26,53,100
"1069",26,53,100
"1070",26,53,100
"1071",26,53,100
"1072",26,53,100
"1073",26,53,100
"1074",26,53,100
"1075",26,53,100
"1076",26,53,100
"1077",26,53,100
"1078",26,53,100
"1079",26,53,100
"1080",26,53,100
"1081",26,53,100
"1082",26,53,100
"1083",26,53,100
"1084",26,53,100
"1085",26,53,100
"1086",26,53,100
"1087",26,53,100
"1088",26,53,100
"1089",26,53,100
"1090",26,53,100
"1091",26,53,100
"1092",26,53,100
"1093",26,53,100
"1094",26,53,100
"1095",26,53,100
"1096",26,53,100
"1097",26,53,100
"1098",26,53,100
"1099",26,53,100
"1100",26,53,100
"1101",26,53,100
"1102",26,53,100
"1103",26,53,100
"1104",26,53,100
"1105",26,53,100
"1106",26,53,100
"1107",26,53,100
"1108",26,53,100
"1109",26,53,100
"1110",26,53,100
"1111",26,53,100
"1112",26,53,100
"1113",26,53,100
"1114",26,53,100
"1115",26,53,100
"1116",26,53,100
"1117",26,53,100
"1118",26,53,100
"1119",26,53,100
"1120",26,53,100
"1121",26,53,100
"1122",26,53,100
"1123",26,53,100
"1124",26,53,100
"1125",26,54,100
"1126",26,54,100
"1127",26,54,100
"1128",26,54,100
"1129",26,54,100
"1130",26,54,100
"1131",26,54,100
"1132",26,54,100
"1133",26,54,100
"1134",26,54,100
"1135",26,54,100
"1136",26,54,100
"1137",26,54,100
"1138",26,54,100
"1139",26,54,100
"1140",26,54,100
"1141",26,54,100
"1142",26,54,100
"1143",26,54,100
"1144",26,54,100
"1145",26,54,100
"1146",26,54,100
"1147",26,54,100
"1148",26,54,100
"1149",26,54,100
"1150",26,54,100
"1151",26,54,100
"1152",26,54,100
"1153",26,54,100
"1154",26,54,100
"1155",26,54,100
"1156",26,54,100
"1157",26,54,100
"1158",26,54,100
"1159",26,54,100
"1160",26,54,100
"1161",26,54,100
"1162",26,54,100
"1163",26,54,100
"1164",26,54,100
"1165",26,54,100
"1166",26,54,100
"1167",26,54,100
"1168",26,54,100
"1169",26,54,100
"1170",26,54,100
"1171",26,54,100
"1172",26,54,100
"1173",26,54,100
"1174",26,54,100
"1175",26,54,100
"1176",26,54,100
"1177",26,54,100
"1178",26,54,100
"1179",26,54,100
"1180",26,54,100
"1181",26,54,100
"1182",26,54,100
"1183",26,54,100
"1184",26,54,100
"1185",26,54,100
"1186",26,54,100
"1187",26,54,100
"1188",26,54,100
"1189",26,54,100
"1190",26,54,100
"1191",26,54,100
"1192",26,54,100
"1193",26,54,100
"1194",26,54,100
"1195",26,54,100
"1196",26,54,100
"1197",26,54,100
"1198",26,54,100
"1199",26,54,100
"1200",26,54,100
"1201",26,54,100
"1202",26,54,100
"1203",26,54,100
"1204",26,54,100
"1205",26,54,100
"1206",26,54,100
"1207",26,54,100
"1208",26,54,100
"1209",26,54,100
"1210",26,54,100
"1211",26,54,100
"1212",26,54,100
"1213",26,54,100
"1214",26,54,100
"1215",26,54,100
"1216",26,54,100
"1217",26,54,100
"1218",26,54,100
"1219",26,54,100
"1220",26,54,100
"1221",26,54,100
"1222",26,54,100
"1223",26,54,100
"1224",26,54,100
"1225",26,54,100
"1226",26,54,100
"1227",26,54,100
"1228",26,54,100
"1229",26,54,100
"1230",26,54,100
"1231",26,54,100
"1232",26,54,100
"1233",26,54,100
"1234",26,54,100
"1235",26,54,100
"1236",26,54,100
"1237",26,54,100
"1238",26,54,100
"1239",26,54,100
"1240",26,54,100
"1241",26,54,100
"1242",26,54,100
"1243",26,54,100
"1244",26,54,100
"1245",26,54,100
"1246",26,54,100
"1247",26,54,100
"1248",26,54,100
"1249",26,54,100
"1250",26,54,100
"1251",26,54,100
"1252",26,54,100
"1253",26,54,100
"1254",26,54,100
"1255",26,54,100
"1256",26,54,100
"1257",26,54,100
"1258",26,54,100
"1259",26,54,100
"1260",26,54,100
"1261",26,54,100
"1262",26,54,100
"1263",26,54,100
"1264",26,54,100
"1265",26,54,100
"1266",26,54,100
"1267",26,54,100
"1268",26,54,100
"1269",26,54,100
"1270",26,54,100
"1271",26,54,100
"1272",26,54,100
"1273",26,54,100
"1274",26,54,100
"1275",26,54,100
"1276",26,54,100
"1277",26,54,100
"1278",26,54,100
"1279",26,54,100
"1280",26,54,100
"1281",26,54,100
"1282",26,54,100
"1283",26,54,100
"1284",26,54,100
"1285",26,54,100
"1286",26,54,100
"1287",26,54,100
"1288",26,54,100
"1289",26,54,100
"1290",26,54,100
"1291",26,54,100
"1292",26,54,100
"1293",26,54,100
"1294",26,54,100
"1295",26,54,100
"1296",26,54,100
"1297",26,54,100
"1298",26,54,100
"1299",26,54,100
"1300",26,54,100
"1301",26,54,100
"1302",26,54,100
"1303",26,54,100
"1304",26,54,100
"1305",26,54,100
"1306",26,54,100
"1307",26,54,100
"1308",26,54,100
"1309",26,54,100
"1310",26,54,100
"1311",26,54,100
"1312",26,54,100
"1313",26,54,100
"1314",26,54,100
"1315",26,54,100
"1316",26,54,100
"1317",26,54,100
"1318",26,54,100
"1319",26,54,100
"1320",26,54,100
"1321",26,54,100
"1322",26,54,100
"1323",26,54,100
"1324",26,54,100
"1325",26,54,100
"1326",26,54,100
"1327",26,54,100
"1328",26,54,100
"1329",26,54,100
"1330",26,54,100
"1331",26,54,100
"1332",26,54,100
"1333",26,54,100
"1334",26,54,100
"1335",26,54,100
"1336",26,54,100
"1337",26,54,100
"1338",26,54,100
"1339",26,54,100
"1340",26,54,100
"1341",26,54,100
"1342",26,54,100
"1343",26,54,100
"1344",26,54,100
"1345",26,54,100
"1346",26,54,100
"1347",26,54,100
"1348",26,54,100
"1349",26,54,100
"1350",26,54,100
"1351",26,54,100
"1352",26,54,100
"1353",26,54,100
"1354",26,54,100
"1355",26,54,100
"1356",26,54,100
"1357",26,54,100
"1358",26,54,100
"1359",26,54,100
"1360",26,54,100
"1361",26,54,100
"1362",26,54,100
"1363",26,54,100
"1364",26,54,100
"1365",26,54,100
"1366",26,54,100
"1367",26,54,100
"1368",26,54,100
"1369",26,54,100
"1370",26,54,100
"1371",26,54,100
"1372",26,54,100
"1373",26,54,100
"1374",26,54,100
"1375",26,54,100
"1376",26,54,100
"1377",26,54,100
"1378",26,54,100
"1379",26,54,100
"1380",26,54,100
"1381",26,54,100
"1382",26,54,100
"1383",26,54,100
"1384",26,54,100
"1385",26,54,100
"1386",23,54,0.253333568572998
"1387",22,54,-0.869333028793335
"1388",23,54,0.0261337757110596
"1389",22,54,-1.10143971443176
"1390",22,54,-1.23362112045288
"1391",23,54,-0.340057373046875
"1392",23,54,-0.441344738006592
"1393",21,54,-2.59493541717529
"1394",23,54,-0.705653667449951
"1395",23,54,-0.807797193527222
"1396",21,54,-2.96155953407288
"1397",22,54,-2.0989785194397
"1398",22,54,-2.23312902450562
"1399",21,54,-3.39329242706299
"1400",22,54,-2.53199172019958
"1401",22,54,-2.66639828681946
"1402",21,54,-3.82661294937134
"1403",22,54,-2.96532249450684
"1404",21,54,-4.12639808654785
"1405",21,54,-4.29194641113281
"1406",22,54,-3.43172264099121
"1407",21,54,-4.59301137924194
"1408",21,54,-4.75860214233398
"1409",21,54,-4.92505359649658
"1410",21,54,-5.09167766571045
"1411",21,54,-5.25833559036255
"1412",22,54,-4.39833354949951
"1413",21,54,-5.55966663360596
"1414",21,54,-5.72526693344116
"1415",22,54,-4.86505317687988
"1416",21,54,-6.02634429931641
"1417",22,54,-5.16526889801025
"1418",21,54,-6.32638740539551
"1419",22,54,-5.46527767181396
"1420",22,54,-5.59972238540649
"1421",23,54,-4.70661115646362
"1422",22,54,-5.83465576171875
"1423",21,54,-6.99359798431396
"1424",22,54,-6.13205337524414
"1425",22,54,-6.26641082763672
"1426",22,54,-6.3999490737915
"1427",21,54,-7.55998992919922
"1428",23,54,-5.67199802398682
"1429",22,54,-6.80106639862061
"1430",22,54,-6.9335470199585
"1431",22,54,-7.06670951843262
"1432",22,54,-7.20000839233398
"1433",22,54,-7.30666828155518
"1434",22,54,-7.32800054550171
"1435",22,54,-7.33226680755615
"1436",22,54,-7.33312034606934
"1437",22,54,-8.33329105377197
"1438",23,54,-6.33332490921021
"1439",22,54,-8.33333206176758
"1440",22,54,-8.33333301544189
"1441",23,54,-6.33333301544189
"1442",22,54,-8.33333396911621
"1443",21,54,-9.33333396911621
"1444",23,54,-7.33333349227905
"1445",22,54,-8.33333396911621
"1446",22,54,-8.33333396911621
"1447",23,54,-7.33333349227905
"1448",22,54,-8.33333396911621
"1449",21,54,-9.33333396911621
"1450",22,54,-8.33333396911621
"1451",22,54,-8.33333396911621
